LP,KRS,NIP,Name,Voivodeship,County,Municipality,City
137,0000006158,7251089188,"STOWARZYSZENIE PRZYJACIÓŁ HARCERSKIEGO ZESPOŁU ARTYSTYCZNEGO ""KRAJKI""",ŁÓDZKIE,M. ŁÓDŹ,ŁÓDŹ-POLESIE,ŁÓDŹ
138,0000006159,7282408306,STOWARZYSZENIE ROZWOJU JUSTYNOWA I JANÓWKI,ŁÓDZKIE,ŁÓDZKI WSCHODNI,ANDRESPOL,JUSTYNÓW
139,0000006231,5512277747,"LUDOWY KLUB SPORTOWY ""ŻAREK"" STRONIE",MAŁOPOLSKIE,WADOWICKI,STRYSZÓW,STRONIE
140,0000006274,9730666012,"KATOLICKIE STOWARZYSZENIE NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH ""TĘCZA"" DIECEZJI ZIELONOGÓRSKO-GORZOWSKIEJ",LUBUSKIE,M. ZIELONA GÓRA,M. ZIELONA GÓRA,ZIELONA GÓRA
141,0000006292,8521820081,"STOWARZYSZENIE AMAZONEK ""AGATA""",ZACHODNIOPOMORSKIE,M. SZCZECIN,M. SZCZECIN,M. SZCZECIN
142,0000006471,5222866116,AST FUNDACJA NA RZECZ ZWIERZĄT NIECHCIANYCH,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
143,0000006479,,"STOWARZYSZENIE ""RAZEM""",WARMIŃSKO-MAZURSKIE,SZCZYCIEŃSKI,ŚWIĘTAJNO,ŚWIĘTAJNO
144,0000006588,6341426944,"WOJEWÓDZKIE STOWARZYSZENIE SPORTU I REHABILITACJI NIEPEŁNOSPRAWNYCH ""START""",ŚLĄSKIE,KATOWICE,KATOWICE,KATOWICE
145,0000006734,5471751783,"FUNDACJA ""DZIECIĘCE MARZENIA""",ŚLĄSKIE,M. BIELSKO-BIAŁA,M. BIELSKO-BIAŁA,BIELSKO-BIAŁA
146,0000006767,6281977533,"FUNDACJA ""ENERGETYK""",MAŁOPOLSKIE,CHRZANOWSKI,TRZEBINIA,TRZEBINIA
147,0000006825,8131091088,STUDENCKIE KOŁO PRZEWODNIKÓW BESKIDZKICH W RZESZOWIE,PODKARPACKIE,RZESZÓW,RZESZÓW,RZESZÓW
148,0000006849,6412239021,"STOWARZYSZENIE ""OTWARTE SERCA""",ŚLĄSKIE,M. RUDA ŚLĄSKA,M. RUDA ŚLĄSKA,RUDA ŚLĄSKA
149,0000006964,6391716532,OCHOTNICZA STRAŻ POŻARNA W ŻERDZINACH GMINA PIETROWICE WIELKIE,ŚLĄSKIE,RACIBORSKI,PIETROWICE WIELKIE,ŻERDZINY
150,0000006967,5372063229,"STOWARZYSZENIE PRZYJACIÓŁ ZWIERZĄT ""AZYL""",LUBELSKIE,BIALSKI,BIAŁA PODLASKA,BIAŁA PODLASKA
151,0000007018,8731754723,TOWARZYSTWO PRZYJACIÓŁ III LO IM.ADAMA MICKIEWICZA W TARNOWIE,MAŁOPOLSKIE,M. TARNÓW,M. TARNÓW,TARNÓW
152,0000007228,5422709108,FUNDACJA DIALOG,PODLASKIE,M. BIAŁYSTOK,M. BIAŁYSTOK,BIAŁYSTOK
153,0000007260,8961252072,AS - STOWARZYSZENIE WSPIERANIA INICJATYW LOKALNYCH,DOLNOŚLĄSKIE,WROCŁAWSKI,SOBÓTKA,SOBÓTKA
154,0000007324,,"OGNISKO TKKF ""PRZYJACIEL KONIKA""",MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
155,0000007330,7122542792,POLSKI ZWIĄZEK NIEWIDOMYCH OKRĘG LUBELSKI,LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
156,0000007384,7792149022,FUNDACJA MIŁOSIERDZIE,WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
157,0000007534,5851377049,"STOWARZYSZENIE ""CHRYSTUS DLA NARODÓW - POLSKA""",POMORSKIE,M. GDYNIA,M. GDYNIA,GDYNIA
158,0000007632,6281955336,STOWARZYSZENIE ZIEMI LIPOWIECKIEJ,MAŁOPOLSKIE,CHRZANOWSKI,BABICE,WYGIEŁZÓW
159,0000007646,9451898195,FUNDACJA OŚWIATOWA IM.KS.STANISŁAWA KONARSKIEGO,MAŁOPOLSKIE,KRAKOWSKI,KRAKÓW,KRAKÓW
160,0000007685,7542098217,FUNDACJA DOM RODZINNEJ REHABILITACJI DZIECI Z PORAŻENIEM MÓZGOWYM,OPOLSKIE,M. OPOLE,M. OPOLE,OPOLE
161,0000007771,6661325044,POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W KOLE,WIELKOPOLSKIE,KOLSKI,KOŁO,KOŁO
162,0000007912,9691353911,"""PYSKOWICKIE NARODZINY"" Z SIEDZIBĄ W PYSKOWICACH",ŚLĄSKIE,GLIWICKI,PYSKOWICE,PYSKOWICE
163,0000007966,9462260817,LUBELSKIE STOWARZYSZENIE ALZHEIMEROWSKIE,LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
164,0000007981,7411486410,POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W OSTRÓDZIE,WARMIŃSKO-MAZURSKIE,OSTRÓDZKI,OSTRÓDA,OSTRÓDA
165,0000008021,5750014196,"LUDOWY KLUB SPORTOWY ""JEDNOŚĆ """,ŚLĄSKIE,LUBLINIECKI,BORONÓW,BORONÓW
166,0000008066,7121933102,POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W LUBLINIE,LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
167,0000008128,6391716443,OCHOTNICZA STRAŻ POŻARNA W LEKARTOWIE GMINA PIETROWICE WIELKIE,ŚLĄSKIE,RACIBORSKI,PIETROWICE WIELKIE,LEKARTÓW
168,0000008145,9491430831,"GMINNY LUDOWY KLUB SPORTOWY "" SOKÓŁ """,ŚLĄSKIE,CZĘSTOCHOWSKI,OLSZTYN,OLSZTYN
169,0000008190,6482392259,"STOWARZYSZENIE ""MISERICORDIA"" W ZABRZU",ŚLĄSKIE,ZABRZE,ZABRZE,ZABRZE
170,0000008274,6321704452,STOWARZYSZENIE HOSPICJUM HOMO-HOMINI IM. ŚW. BRATA ALBERTA,ŚLĄSKIE,M. JAWORZNO,M. JAWORZNO,JAWORZNO
171,0000008331,6511576336,STOWARZYSZENIE POMOCY DZIECIOM W ŻORACH,ŚLĄSKIE,ŻORY,ŻORY,ŻORY
172,0000008406,9570054523,"TOWARZYSTWO SZKOLNE ""LEŚNA GÓRA""",POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
173,0000008536,5491635821,"MIĘDZYSZKOLNY KLUB SPORTOWY ""TEMPO"" KĘTY",MAŁOPOLSKIE,OŚWIĘCIMSKI,KĘTY,KĘTY
174,0000008558,5521230449,STOWARZYSZENIE RODZINA KOLPINGA W MAKOWIE PODHALAŃSKIM,MAŁOPOLSKIE,SUSKI,MAKÓW PODHALAŃSKI,MAKÓW PODHALAŃSKI
175,0000008704,5542236629,STOWARZYSZENIE LOKALNE SALEZJAŃSKIEJ ORGANIZACJI SPORTOWEJ RZECZYPOSPOLITEJ POLSKIEJ W BYDGOSZCZY,KUJAWSKO-POMORSKIE,M. BYDGOSZCZ,M. BYDGOSZCZ,BYDGOSZCZ
176,0000008800,5842411605,"STOWARZYSZENIE ""PELIKAN""",POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
177,0000008824,5512277871,"KLUB SPORTOWY ""BESKID"" ANDRYCHÓW",MAŁOPOLSKIE,WADOWICKI,ANDRYCHÓW,ANDRYCHÓW
178,0000008843,8722015819,"STOWARZYSZENIE ""RADOŚĆ"" W DĘBICY",PODKARPACKIE,DĘBICKI,DĘBICA,DĘBICA
179,0000008919,5861125349,IN GREMIO,POMORSKIE,M. GDYNIA,M. GDYNIA,GDYNIA
180,0000008971,6171865968,STOWARZYSZENIE JAROCIN XXI,WIELKOPOLSKIE,JAROCIŃSKI,JAROCIN,JAROCIN
181,0000009080,9271801917,ŚWIEBODZIŃSKI ZWIĄZEK KRESOWIAN ORGANIZACJA POŻYTKU PUBLICZNEGO,LUBUSKIE,ŚWIEBODZIŃSKI,ŚWIEBODZIN,ŚWIEBODZIN
182,0000009221,6342424781,"STOWARZYSZENIE POMOCY DZIECIOM I MŁODZIEŻY ""DOM ANIOŁÓW STRÓŻÓW""",ŚLĄSKIE,M. KATOWICE,M. KATOWICE,KATOWICE
183,0000009238,8661601120,OCHOTNICZA STRAŻ POŻARNA W SZYDŁOWIE,ŚWIĘTOKRZYSKIE,STASZOWSKI,SZYDŁÓW,SZYDŁÓW
184,0000009284,7231511678,TOWARZYSTWO NASZ SZPITAL,PODLASKIE,ZAMBROWSKI,ZAMBRÓW,ZAMBRÓW
185,0000009290,9291721587,"ZIELONOGÓRSKIE TOWARZYSTWO PRZYJACIÓŁ CHORYCH ""HOSPICJUM DOMOWE"" IM. ŚW. PAWŁA",LUBUSKIE,M. ZIELONA GÓRA,M. ZIELONA GÓRA,ZIELONA GÓRA
186,0000009415,6462438610,"STOWARZYSZENIE NA RZECZ POMOCY I ROZWOJU INTEGRACYJNEJ SZKOŁY PODSTAWOWEJ NR 5 W TYCHACH ""PIĄTKA DZIECIOM""",ŚLĄSKIE,TYCHY,TYCHY,TYCHY
187,0000009423,7122134857,"STOWARZYSZENIE ""ŹRÓDŁO"" OSÓB NIEPEŁNOSPRAWNYCH UMYSŁOWO, ICH RODZIN I PRZYJACIÓŁ",LUBELSKIE,LUBLIN,LUBLIN,LUBLIN
188,0000009458,5222601553,"KLUB SPORTOWY ""URSUS""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
189,0000009505,5961621007,"STOWARZYSZENIE ""ŻYCIE PO PRZESZCZEPIE""",ZACHODNIOPOMORSKIE,M. SZCZECIN,M. SZCZECIN,SZCZECIN
190,0000009613,7122596144,ZWIĄZEK STOWARZYSZEŃ FORUM LUBELSKICH ORGANIZACJI POZARZĄDOWYCH,LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
191,0000009649,5492101694,OCHOTNICZA STRAŻ POŻARNA W BRZESZCZACH,MAŁOPOLSKIE,OŚWIĘCIMSKI,BRZESZCZE,BRZESZCZE
192,0000009681,5842431128,"ZRZESZENIE SZLACHTY HERBU ""SAS""",POMORSKIE,M. GDAŃSK,M. GDAŃSK,GDAŃSK
193,0000009830,5251575663,TOWARZYSTWO POMOCY MŁODZIEŻY,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
194,0000009842,6442949187,"SOSNOWIECKIE STOWARZYSZENIE TRZEŹWOŚCIOWE ""PRZEBUDZENIE"" W SOSNOWCU",ŚLĄSKIE,M. SOSNOWIEC,M. SOSNOWIEC,SOSNOWIEC
195,0000009872,5821526616,"KLUB SPORTOWY ""WAŁSZA"" W PIENIĘŻNIE",WARMIŃSKO-MAZURSKIE,BRANIEWSKI,PIENIĘŻNO,PIENIĘŻNO
196,0000009969,6222364616,OSTROWSKIE STOWARZYSZENIE OSÓB CHORYCH NA STWARDNIENIE ROZSIANE,WIELKOPOLSKIE,OSTROWSKI,OSTRÓW WIELKOPOLSKI,OSTRÓW WIELKOPOLSKI
197,0000010009,8512022836,KLUB SPORTOWY INWALIDÓW START SZCZECIN,ZACHODNIOPOMORSKIE,M. SZCZECIN,M. SZCZECIN,M. SZCZECIN
198,0000010104,1180920670,INTEGRACYJNE STOWARZYSZENIE REHABILITACYJNO-SPORTOWE CULANI,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-URSYNÓW,WARSZAWA
199,0000010182,8911490036,STOWARZYSZENIE KULTURALNO-OŚWIATOWE NA RZECZ ROZWOJU WSI ŚWIĘTE I OKOLIC,KUJAWSKO-POMORSKIE,ALEKSANDROWSKI,KONECK,ŚWIĘTE
200,0000010195,8191010372,"STOWARZYSZENIE ""IDOKAN POLSKA""",PODKARPACKIE,RZESZÓW,RZESZÓW,RZESZÓW
201,0000010212,8141535109,"KLUB SPORTOWY ""TEMPO""",PODKARPACKIE,KOLBUSZOWSKI,CMOLAS,CMOLAS
202,0000010273,8512745138,ZACHODNIOPOMORSKA REGIONALNA ORGANIZACJA TURYSTYCZNA,ZACHODNIOPOMORSKIE,M. SZCZECIN,M. SZCZECIN,M. SZCZECIN
203,0000010375,8251881574,OCHOTNICZA STRAŻ POŻARNA W SEROKOMLI,LUBELSKIE,ŁUKOWSKI,SEROKOMLA,SEROKOMLA
204,0000010454,7661692903,"TOWARZYSTWO WSPIERANIA RODZINY I DZIECKA ""ALIA""",WIELKOPOLSKIE,WĄGROWIECKI,SKOKI,ANTONIEWO
205,0000010466,6171990076,"STOWARZYSZENIE EDUKACYJNE ""NASZA SZKOŁA""",WIELKOPOLSKIE,JAROCIŃSKI,JAROCIN,BACHORZEW
206,0000010531,8541295583,POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W STARGARDZIE,ZACHODNIOPOMORSKIE,STARGARDZKI,STARGARD,STARGARD
207,0000010540,5531830613,TOWARZYSTWO PRZYJACIÓŁ ŻYWIECKIEJ ORKIESTRY DĘTEJ W ŻYWCU,ŚLĄSKIE,ŻYWIECKI,ŻYWIEC,ŻYWIEC
208,0000010543,6342359730,"KATOWICKIE STOWARZYSZENIE NA RZECZ OSÓB STARSZYCH,NIEPEŁNOSPRAWNYCH I OCZEKUJĄCYCH WSPARCIA ""OPOKA""",ŚLĄSKIE,M. KATOWICE,M. KATOWICE,KATOWICE
209,0000010651,6222574845,"GMINNY LUDOWY KLUB SPORTOWY ""BARYCZ""",WIELKOPOLSKIE,OSTROWSKI,PRZYGODZICE,JANKÓW PRZYGODZKI
210,0000010679,8641577022,"STOWARZYSZENIE POMOCY OSOBOM NIEPEŁNOSPRAWNYM W ZATRUDNIENIU, REHABILITACJI I REWALIDACJI ""INTEGRACJA""",ŚWIĘTOKRZYSKIE,SANDOMIERSKI,SANDOMIERZ,SANDOMIERZ
211,0000010755,8881038885,WŁOCŁAWSKIE TOWARZYSTWO NAUKOWE,KUJAWSKO-POMORSKIE,M. WŁOCŁAWEK,M. WŁOCŁAWEK,WŁOCŁAWEK
212,0000010772,1132252986,ORATORIUM IM. ŚW. JANA BOSKO PRZY BAZYLICE NAJŚWIĘTSZEGO SERCA JEZUSOWEGO W WARSZAWIE,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
213,0000010871,8881177954,DOBRZYŃSKO-KUJAWSKIE TOWARZYSTWO KULTURALNE,KUJAWSKO-POMORSKIE,M. WŁOCŁAWEK,M. WŁOCŁAWEK,WŁOCŁAWEK
214,0000010902,7921019877,POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W JAROSŁAWIU,PODKARPACKIE,JAROSŁAWSKI,JAROSŁAW,JAROSŁAW
215,0000010904,9591335279,ŚWIĘTOKRZYSKIE STOWARZYSZENIE DZIEDZICTWA PRZEMYSŁOWEGO,ŚWIĘTOKRZYSKIE,KIELCE,KIELCE,KIELCE
216,0000010905,5471845001,KLUB INTELIGENCJI KATOLICKIEJ W BIELSKU-BIAŁEJ IM. ŚW. JÓZEFA,ŚLĄSKIE,M. BIELSKO-BIAŁA,M. BIELSKO-BIAŁA,BIELSKO-BIAŁA
217,0000010932,5862066979,"""FUNDACJA NOVA""",POMORSKIE,GDYNIA,GDYNIA,GDYNIA
218,0000011024,9511884944,TOWARZYSTWO MUZYCZNE IM. EDWINA KOWALIKA,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-WILANÓW,WARSZAWA
219,0000011033,6252128524,"STOWARZYSZENIE OPIEKI PALIATYWNEJ ""NADZIEJA""",ŚLĄSKIE,BĘDZIŃSKI,BĘDZIN,BĘDZIN
220,0000011078,7132111332,"STOWARZYSZENIA PRZYJACIÓŁ I WYCHOWANKÓW ZESPOŁU TAŃCA LUDOWEGO ""LESZCZYNIACY"" W ŚWIDNIKU",LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ŚWIDNIK
221,0000011094,6250010468,"FUNDACJA ""PRO SALUTE""",ŚLĄSKIE,BĘDZIŃSKI,BĘDZIN,BĘDZIN
222,0000011163,9570017166,JAGUAR GDAŃSK,POMORSKIE,M. GDAŃSK,M. GDAŃSK,GDAŃSK
223,0000011196,9730728291,"SULECHOWSKIE STOWARZYSZENIE "" AMAZONEK """,LUBUSKIE,ZIELONOGÓRSKI,SULECHÓW,SULECHÓW
224,0000011254,6340034142,"ŚLĄSKIE STOWARZYSZENIE EDUKACJI I REHABILITACJI OSÓB NIEPEŁNOSPRAWNYCH ""AKCENT""",ŚLĄSKIE,M. KATOWICE,M. KATOWICE,KATOWICE
225,0000011404,9570715077,"STOWARZYSZENIE NA RZECZ OSÓB Z KRYZYSAMI PSYCHICZNYMI ""PRZYJAZNA DŁOŃ""",POMORSKIE,M. GDAŃSK,M. GDAŃSK,GDAŃSK
226,0000011409,7251755053,ORATORIUM IM. ŚW. JANA BOSKO,ŁÓDZKIE,M. ŁÓDŹ,M. ŁÓDŹ,ŁÓDŹ
227,0000011478,9591377473,POLSKIE STOWARZYSZENIE DIABETYKÓW ODDZIAŁ WOJEWÓDZKI W KIELCACH,ŚWIĘTOKRZYSKIE,KIELCE,KIELCE,KIELCE
228,0000011590,6520007537,"KLUB SPORTOWY ""GÓRNIK"" BRZESZCZE",MAŁOPOLSKIE,OŚWIĘCIMSKI,BRZESZCZE,BRZESZCZE
229,0000011595,5842412415,"STOWARZYSZENIE NA RZECZ OSÓB POTRZEBUJĄCYCH ""ŚWIATŁO I CIENIE""",POMORSKIE,M. GDAŃSK,M. GDAŃSK,GDAŃSK
230,0000011600,8132848688,POLSKIE STOWARZYSZENIE DIABETYKÓW PODKARPACKI ODDZIAŁ WOJEWÓDZKI,PODKARPACKIE,RZESZÓW,RZESZÓW,RZESZÓW
231,0000011673,6511577560,"STOWARZYSZENIE ""BEZPIECZNE MIASTO"" W ŻORACH",ŚLĄSKIE,M. ŻORY,M. ŻORY,ŻORY
232,0000011682,8431327833,"STOWARZYSZENIE OSÓB NIEPEŁNOSPRAWNYCH I INTEGRACJI ŚRODOWISKOWEJ ""SZANSA"" IM. OJCA ŚWIĘTEGO JANA PAWŁA II",POMORSKIE,CZŁUCHOWSKI,CZARNE,CZARNE
233,0000011769,5791537152,STOWARZYSZENIE POMOCY DZIECIOM I MŁODZIEŻY NIEPEŁNOSPRAWNEJ W KONIECWAŁDZIE,POMORSKIE,SZTUMSKI,SZTUM,KONIECWAŁD
234,0000011786,6191537492,OCHOTNICZA STRAŻ POŻARNA W KĘPNIE,WIELKOPOLSKIE,KĘPIŃSKI,KĘPNO,KĘPNO
235,0000011861,7961367490,"STOWARZYSZENIE KATOLICKI RUCH ANTYNARKOTYCZNY "" KARAN """,MAZOWIECKIE,RADOM,RADOM,RADOM
236,0000012037,7181405714,"ŁOMŻYŃSKIE TOWARZYSTWO PRZYJACIÓŁ CHORYCH ""HOSPICJUM"" POD WEZWANIEM ŚWIĘTEGO DUCHA",PODLASKIE,ŁOMŻYŃSKI,ŁOMŻA,ŁOMŻA
237,0000012189,5251642603,SPOŁECZNE TOWARZYSTWO OŚWIATOWE,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
238,0000012228,6881228745,STOWARZYSZENIE NASZA SZKOŁA W MCHAWIE,PODKARPACKIE,LESKI,BALIGRÓD,MCHAWA
239,0000012253,7251056467,STOWARZYSZENIE LOKALNE SALEZJAŃSKIEJ ORGANIZACJI SPORTOWEJ PRZY PARAFII ŚW. TERESY,ŁÓDZKIE,M. ŁÓDŹ,M. ŁÓDŹ,ŁÓDŹ
240,0000012301,5252177195,STOWARZYSZENIE NA RZECZ WIEJSKICH DZIECI I OSÓB W PODESZŁYM WIEKU,MAZOWIECKIE,CIECHANOWSKI,CIECHANÓW,CIECHANÓW
241,0000012340,1181414130,BIELAŃSKIE STOWARZYSZENIE RODZIN OSÓB NIEPEŁNOSPRAWNYCH,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-BIELANY,WARSZAWA
242,0000012365,9532410401,"STOWARZYSZENIE ""BEZPIECZEŃSTWO DZIECKA""",KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,BYDGOSZCZ
243,0000012471,6211522709,LIONS CLUB KROTOSZYN,WIELKOPOLSKIE,KROTOSZYŃSKI,KROTOSZYN,KROTOSZYN
244,0000012533,8132742464,RZESZOWSKIE STOWARZYSZENIE OCHRONY ZWIERZĄT W RZESZOWIE,PODKARPACKIE,M. RZESZÓW,M. RZESZÓW,RZESZÓW
245,0000012639,9461820102,LUBELSKIE FORUM ORGANIZACJI OSÓB NIEPEŁNOSPRAWNYCH - SEJMIK WOJEWÓDZKI,LUBELSKIE,M. LUBLIN,M. LUBLIN,LUBLIN
246,0000012657,7411998251,"STOWARZYSZENIE ""SZKOLNIAK""",WARMIŃSKO-MAZURSKIE,OSTRÓDZKI,MAŁDYTY,SZYMONOWO
247,0000012703,7421978474,"STOWARZYSZENIE WSPIERANIA EDUKACJI ARTYSTYCZNEJ DZIECI I MŁODZIEŻY ""SUKCES""",WARMIŃSKO-MAZURSKIE,MRĄGOWSKI,MRĄGOWO,MRĄGOWO
248,0000012774,7171602212,STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ,LUBELSKIE,OPOLSKI,PONIATOWA,PONIATOWA
249,0000012790,6281995264,"TRZEBIŃSKI RUCH SPOŁECZNY ""NIEZALEŻNOŚĆ""",MAŁOPOLSKIE,CHRZANOWSKI,TRZEBINIA,TRZEBINIA
250,0000012847,6272284517,POLSKI ZWIĄZEK NIEWIDOMYCH OKRĘG ŚLĄSKI,ŚLĄSKIE,M. CHORZÓW,M. CHORZÓW,CHORZÓW
251,0000012875,5212467633,SAMODZIELNE KOŁO TERENOWE SPOŁECZNEGO TOWARZYSTWA OSWIATOWEGO NR 102,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
252,0000012958,,STOWARZYSZENIA ROZWOJU WSI SUMIN SUMÓWKO I OKOLIC,KUJAWSKO-POMORSKIE,BRODNICKI,OSIEK,SUMIN
253,0000012970,6332008236,HOSPICJUM DOMOWE IM. KS. EUGENIUSZA DUTKIEWICZA SAC PRZY PARAFII ŚW. KATARZYNY W JASTRZĘBIU-ZDROJU,ŚLĄSKIE,M. JASTRZĘBIE-ZDRÓJ,M. JASTRZĘBIE-ZDRÓJ,JASTRZĘBIE-ZDRÓJ
254,0000013057,7171306873,STOWARZYSZENIE SPOŁECZNEJ SZKOŁY MUZYCZNEJ IM. H.WIENIAWSKIEGO,LUBELSKIE,LUBELSKI,BEŁŻYCE,BEŁŻYCE
255,0000013064,7642254295,OCHOTNICZA STRAŻ POŻARNA RATOWNICTWO WODNE W PILE,WIELKOPOLSKIE,PILSKI,PIŁA,PIŁA
256,0000013172,,"BIALSKOPODLASKIE STOWARZYSZENIE ""AMAZONKI""",LUBELSKIE,BIALSKI,BIAŁA PODLASKA,BIAŁA PODLASKA
257,0000013179,7122180627,POLSKI ZWIĄZEK GŁUCHYCH ODDZIAŁ LUBELSKI,LUBELSKIE,LUBLIN,LUBLIN,LUBLIN
258,0000013198,6112115504,TOWARZYSTWO CHORYCH NA STWARDNIENIA ROZSIANE,DOLNOŚLĄSKIE,M. JELENIA GÓRA,M. JELENIA GÓRA,JELENIA GÓRA
259,0000013219,6422730416,BRACTWO KURKOWE MIASTA RYBNIKA Z SIEDZIBĄ W RYBNIKU,ŚLĄSKIE,M. RYBNIK,M. RYBNIK,RYBNIK
260,0000013242,2220041462,"STOWARZYSZENIE POMOCY OSOBOM NIEPEŁNOSPRAWNYM I SENIOROM ""RADOŚĆ""",ŚLĄSKIE,M. MYSŁOWICE,M. MYSŁOWICE,MYSŁOWICE
261,0000013264,8971661731,KOLEGIUM EUROPY WSCHODNIEJ IM.JANA NOWAKA-JEZIORAŃSKIEGO WE WROCŁAWIU,DOLNOŚLĄSKIE,ŚREDZKI,MIĘKINIA,WOJNOWICE
262,0000013293,9521276086,TOWARZYSTWO PRZYJACIÓŁ DOMU CIEPŁA,MAZOWIECKIE,M.ST. WARSZAWA,M.ST. WARSZAWA,WARSZAWA
263,0000013305,7251087580,ŁÓDZKI SZKOLNY ZWIĄZEK SPORTOWY,ŁÓDZKIE,M. ŁÓDŹ,M. ŁÓDŹ,ŁÓDŹ
264,0000013316,4660237874,KARMELICKA OCHOTNICZA STRAŻ POŻARNA W TRUTOWIE,KUJAWSKO-POMORSKIE,LIPNOWSKI,KIKÓŁ,WOLA
265,0000013377,6461033816,POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W TYCHACH,ŚLĄSKIE,M. TYCHY,M. TYCHY,TYCHY
266,0000013407,9880189430,INICJATYWA SAMORZĄDOWA RAZEM,DOLNOŚLĄSKIE,WOŁOWSKI,WOŁÓW,WOŁÓW
267,0000013408,5842411597,TOWARZYSTWO POLSKA NIEMCY W GDAŃSKU,POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
268,0000013459,9291316384,ZIELONOGÓRSKI UNIWERSYTET TRZECIEGO WIEKU,LUBUSKIE,M. ZIELONA GÓRA,M. ZIELONA GÓRA,ZIELONA GÓRA
269,0000013460,8133093387,"STOWARZYSZENIE WSPIERANIA EDUKACJI ARTYSTYCZNEJ ""PROMOTOR""",PODKARPACKIE,M. RZESZÓW,M. RZESZÓW,RZESZÓW
270,0000013511,6771837495,"KLUB SPORTOWY ""BRONOWIANKA""",MAŁOPOLSKIE,M.KRAKÓW,KRAKÓW,KRAKÓW
271,0000013532,6412185130,STOWARZYSZENIE ŚWIĘTEGO FILIPA NEREUSZA,ŚLĄSKIE,M. RUDA ŚLĄSKA,M. RUDA ŚLĄSKA,RUDA ŚLĄSKA
272,0000013593,8131095198,KLUB SPORTOWY OYAMA RZESZÓW,PODKARPACKIE,M. RZESZÓW,M. RZESZÓW,RZESZÓW
273,0000013598,8411538372,"STOWARZYSZENIE POMOCY DZIECIOM NIEPEŁNOSPRAWNYM ""JESTEŚMY RAZEM""",POMORSKIE,LĘBORSKI,LĘBORK,LĘBORK
274,0000013695,5862066790,AMERYKAŃSKO-POLSKIE STOWARZYSZENIE OŚWIATOWE,POMORSKIE,M. GDYNIA,M. GDYNIA,GDYNIA
275,0000013726,5542400514,"STOWARZYSZENIE ""RODZINA MIŁOŚCI OFIARNEJ""",KUJAWSKO-POMORSKIE,M. BYDGOSZCZ,M. BYDGOSZCZ,BYDGOSZCZ
276,0000013743,8862566459,"STOWARZYSZENIE EDUKACYJNE ""INTEGRITAS"" RODZINA - SZKOŁA - ŚRODOWISKO",DOLNOŚLĄSKIE,WAŁBRZYSKI,M. WAŁBRZYCH,WAŁBRZYCH
277,0000013836,8133222005,OCHOTNICZA STRAŻ POŻARNA RZESZÓW - SŁOCINA,PODKARPACKIE,M. RZESZÓW,M. RZESZÓW,RZESZÓW
278,0000013847,,SAMODZIELNE KOŁO TERENOWE NR 162 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,MAZOWIECKIE,WARSZAWSKI,WARSZAWA-CENTRUM,WARSZAWA
279,0000013907,5832082979,"STOWARZYSZENIE ""DOM NA SKRAJU""",POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
